Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
107,Godzilla (Deeper Underground),Jamiroquai,1998,https://www.youtube.com/watch?v=QjcA2xSH25Y,37b46486e5db79905980f8a4a74d59f91c4ef513e444feec0e6cd5f27ae87dd8,Deeper Underground (Full Version),GBBBL9802020
108,Das Phantom der Opera,"Andrew Lloyd Webber, Gerard Butler, Emmy Rossum",2004,https://www.youtube.com/watch?v=-DvVAsGdnBQ,115548f017a958d62fb721401e11a0111e824855465fd50c9fce934c781d3e1f,The Phantom Of the Opera (From 'The Phantom Of The Opera' Motion Picture),USSM10414115
109,Aladdin (A Whole New World),"Lea Salonga, Brad Kane",2004,https://www.youtube.com/watch?v=xYjFxFFdyyk,1355a78936a7981adac7dcdb9feba7eb3b392c80ff4812b283f30c98ba81dc99,A Whole New World,USWD10423000
110,Blondinen bevorzugt (Diamonds Are a Girl's Best Friend),Marilyn Monroe,1953,https://www.youtube.com/watch?v=KsRqhCWYfsQ,b497882f495c07d5ee6691d360bea96789c2cf238123bfcb6ae43fd1ea17f605,Diamonds Are A Girl's Best Friend,DEBL60496405
111,Der weiße Hai,John Williams,1975,https://www.youtube.com/watch?v=BePfzCOMRZQ,6369a59473c65344d84a2aa69c9e093530ad87cc241ce93f533f1c18acc5b488,"Main Title/John Williams/Jaws (From The ""Jaws"" Soundtrack)",USMC17504060
112,Love Story,Francis Lai,1970,https://www.youtube.com/watch?v=s2zhZ7bco_M,1d8b1e978a0ccfc07789365dfb8be98ec7dc1dfa516f167e8fece5f16cb636d6,Francis Lai - Theme From Love Story (Finale),USMC10111916
113,Her (The Moon Song),"Karen O, Ezra Koenig",2013,https://www.youtube.com/watch?v=N9FIUgbax3s,d8343c081447389665e62783d647bf52a48308b7cd3a314de837799072675ecb,The Moon Song (Studio Version Duet),USNLR1400039
114,Shining,Wendy Carlos,1980,https://www.youtube.com/watch?v=pylfy_L6Bjs,eb1ed0387256d8fead9f1ae87675980ff91479e28ba564955e862fccc8b791a6,Main Title (The Shining),USNLR2001474
115,James Bond 007 - Skyfall,Adele,2012,https://www.youtube.com/watch?v=DeumyOzKqgI,f4567b321149b373984ff5172d3644bb86d1bc5aa67b4f087a7936a2559f1591,Adele - Skyfall (Official Lyric Video),GBBKS1200164
116,Zwei Banditen (Raindrops Keep Fallin' On My Head),Burt Bacharach,1969,https://www.youtube.com/watch?v=HsbkPDeC3tI,7161921dc074a320ee156bd4d796a3da7dd1872fa8cfc30a63800b857edc8642,Burt Bacharach - Raindrops Keep Falling On My Head,USAM16900347
117,Tatsächlich Liebe (Christmas Is All Around),Billy Mack,2003,https://www.youtube.com/watch?v=t_KI-mRyE_0,0d6e05ce0776fb8f7c9eacacb90ea7ffb55138f56b4ca342db683ff5f243e54d,Billy Mack -  Christmas is all Around,GBAAN0300603
118,Kevin - Allein zu Haus (Somewhere in My Memory),John Williams,1990,https://www.youtube.com/watch?v=5kHH6LJpEbQ,cf78e2af1e2c7ba050e3bd4d72065414c3bde9a7655817882c66d178134dbb1a,Somewhere in my memory - John Williams (Home alone soundtrack),USSM19909870
119,Baywatch (I'm Always Here),Jimi Jamison,1989,https://www.youtube.com/watch?v=ilAJJ3WHg6g,3a7744697d83aea448b4c95c3460774bb763b792d312b9790e18d6e0eb10ecc7,Jimi Jamison - I'm Always Here (Baywatch OST) HQ,USVR10400595
120,Cocktail (Kokomo),The Beach Boys,1988,https://www.youtube.com/watch?v=fJWmbLS2_ec,53789c8c864bec621d11726ec8a176b10641b7419204df3c10c584265473a9f2,The Beach Boys - Kokomo (1988),USEE11300247
121,Das fünfte Element (The Diva Dance),"Éric Serra, Inva Mula",1997,https://www.youtube.com/watch?v=8qA7XtJE_f0,b2d7993d606f9ce2e6b3f24e2d384eb7e6fd1da9123b56cd32ba178d96a9ac4e,Eric Serra - The Diva Dance,FRR419700014
122,Police Academy,Robert Folk,1984,https://www.youtube.com/watch?v=UmP1YWPHXqU,30faca532f716203724869756f0052e88283d0e34c5e8de8da68445a0ebc6e14,"Main Theme (From ""Police Academy"")",GBAJC1200216
123,Falcon Crest,Marc Bradley,1981,https://www.youtube.com/watch?v=cXfwZwNwtQ0,bd624d56e9ce00418724735b49b573cd3817129369404067580fb8d63a068eee,Falcon Crest Main Theme (Sentimental Version),ushm21348572
124,Die Bourne Identität (Extreme Ways),"Richard Hall, Moby",2002,https://www.youtube.com/watch?v=nBB2bPwKWVg,d2a563341a4f2c338731e2efeae2b47c7dc4791b7985515b1b72a02cfc98942d,Moby - 'Extreme Ways' (Official Video),US3M50459213
125,Requiem for a Dream (Lux Aeterna),Clint Mansell,2000,https://www.youtube.com/watch?v=bbS-Zhz31CA,290686329e4aa81b72c14f220f4b3a9df888b01ea33e612eb77657287db75b6b,Lux Aeterna By Clint Mansell,USNO10061132
126,Robin Hood - König der Diebe ((Everything I Do) I Do It For You),Bryan Adams,1991,https://www.youtube.com/watch?v=Y0pdQU87dc8,056efabf3ce99209de19f96e61f8b4721788c4897306358c2ec1926023febf5f,Bryan Adams - (Everything I Do) I Do It For You,USAM19190012
127,Psycho (Prelude),Bernard Herrmann,1960,https://www.youtube.com/watch?v=cyLD9bydXEk,1671b45dc3f7c1ef8faf8cedb6e59b230c71f4fc8cb4cc0214b7f78abde497b4,Bernard Herrmann: Psycho - Prelude,FR6V82327522
128,Marry Poppins (Supercalifragilisticexpialidocious),"Julie Andrews, Dick Van Dyke",1964,https://www.youtube.com/watch?v=rihNRTTcztQ,939f2a4bbf7c95c2e92e451d0f397fd5d6ee31d45eb91c666b0b2abb4a6b5c28,Supercalifragilisticexpialidocious (from Mary Poppins),USWD10320942
129,Modern Family,Gabriel Mann,2009,https://www.youtube.com/watch?v=oOxSn-gjMF0,2dbd5476e34abccfecee9983165f2fc74ed9f4e438a79eb3b106ed5d9ddee2fd,Modern Family - Theme Song,QZS1Z1630567
130,Jäger des verlorenen Schatzes (Indiana Jones),John Williams,1981,https://www.youtube.com/watch?v=_U519RdznMA,4d4b029b0baeddac085588070cdabcbb7a82f8f3b9504e2eb3103f33ccebd96e,Williams: Indiana Jones / Sir Simon Rattle · Berliner Philharmoniker,AUUS00635041
131,Die Sopranos (Woke Up This Morning),Alabama 3,1999,https://www.youtube.com/watch?v=4Gbw60Iw-tA,32da9980234c3ea4166facf352149a0827b29a7e2383c249288b067d00dd384c,Alabama 3 -  Woke Up This Morning (Chosen One),GBCDP0000101
132,West Side Story (America),Leonard Bernstein,1961,https://www.youtube.com/watch?v=YhSKk-cvblc,68bece5825b0bf324d5d29590c12873ccd8df7f06cb7bf5604507ca089880728,West Side Story (4/10) Movie CLIP - America (1961) HD,USSM16001102
133,Die Eiskönigin - Völlig unverfroren (Let It Go),Demi Lovato,2013,https://www.youtube.com/watch?v=kHue-HaXXzg,cb68326792e77e4b508b95535ddfb9ba14d815f8d0856a0d892badff8a27fb60,"Demi Lovato - Let It Go (from ""Frozen"") (Official Video)",USWD11366344
134,Der Rosarote Panther,Henry Mancini,1963,https://www.youtube.com/watch?v=dtnNO5_Ao6U,2378fad32ceb7d6ea6cfcfc6075ac4b9640b59480baa2146c650584c067ae0fb,Henry Mancini - The Pink Panther Theme (From The Pink Panther) (Official Audio),USRC16302654
135,Das Dschungelbuch (The Bare Necessities),"Phil Harris, Bruce Reitherman",1967,https://www.youtube.com/watch?v=S7GmYblmaMs,7ed3ed87496f660ffc282b9ed4346337dac8ac7aecbb3151e49e2c3760ca6287,The Bare Necessities (Remastered),USWD10423008
136,Barbie (I'm Just Ken),Ryan Gosling,2023,https://www.youtube.com/watch?v=Y1IgAEejvqM,6f3a9a84d6efe43a570ff97f446498e1e00ea341fa22248c4434ff6438b55540,Just Ken Exclusive,USAT22305736
137,Bram Stoker's Dracula (Love Song for a Vampire),Annie Lennox,1992,https://www.youtube.com/watch?v=vhG8zC4npsE,e7a2869b42d14593a1ca6c05f48a6e7908d4eafdd11c4b4a8c758b50f1aa0e5f,Love Song For A Vampire,USSM10028116
138,Knight Rider,Stu Phillips,1982,https://www.youtube.com/watch?v=lxhWxv_5bQ0,e55af0d3f079a5b49cab8eb32bda398d762574c4ecb68cd4e00963f2f697e47e,"Main Title (from the Television Series ""Knight Rider"")",USQ4E1904295
139,Die Monster AG,Randy Newman,2001,https://www.youtube.com/watch?v=J4QU0XsWMX8,9188ad36d968ff7337929faa69d5cc7ceac79028ea93e7f50e9632946ac5a42f,"Monsters, Inc.",USWD10321170
140,Django Unchained (Django),"Luis Bacalov, Rocky Roberts",2012,https://www.youtube.com/watch?v=OhlVBpEnjig,fc7e061360ddf4e2ab91583cc1c1920cb5e90ed59fef00516e4f4b18bb6e8fe5,Django (Luis Bacalov),USUG11201339
141,Emily in Paris (Mon Soleil),Ashley Park,2020,https://www.youtube.com/watch?v=pNePHHaQgjc,22e43626b119ad6eaf93a1b368832cf63d0e628cebafdef52656660d7bdc68c0,"Mon Soleil (from ""Emily in Paris"" Soundtrack)",USQX92106022
142,Rocky (Gonna Fly Now),Bill Conti,1976,https://www.youtube.com/watch?v=ioE_O7Lm0I4,c665c487f4f006816e71fb6d7d4919608f9091c4afad25a61eab7e41ad9f4b5f,Bill Conti - Gonna Fly Now (Theme From Rocky),USNPD0500346
143,The Last of Us,Gustavo Santaolalla,2023,https://www.youtube.com/watch?v=Pt1pOY3_W64,6a1420c599f0e7f86473a3eee8678a25bcbf1fbf584113d23dd2084becd217df,Gustavo Santaolalla - The Last of Us (Main Theme) | The Last of Us (Video Game Soundtrack),USGSS1300097
144,Die Muppet Show (Mah Na Mah Na),The Snowths,1976,https://www.youtube.com/watch?v=oys5hqSO5qM,16ccf725b6e1301f8c4889f91b6ebd7851bccb0cb44210beb90604269c2f54bd,Mah Na Mah Na,USWD11158969
145,Star Trek,Jerry Goldsmith,1979,https://www.youtube.com/watch?v=zI9YYe-jgHI,9cfb3a984ff3a98c7360585cd6dee8c5b613ec985af9f5e1be653cbc507b5239,Star Trek: The Motion Picture • Main Theme • Jerry Goldsmith,NLA508310906
146,Bridget Jones - Schokolade zum Frühstück (Out Of Reach),GABRIELLE,2001,https://www.youtube.com/watch?v=uxfAIVfmRa8,840b089386c200ee0c94d3ac62e117464875c985b2543a0384911e252ed09b50,Gabrielle - Out Of Reach,GBARA0100008
147,Ghostbusters,Ray Parker Jr.,1984,https://www.youtube.com/watch?v=Fe93CLbHjxQ,44a2c269a3a2882b5ca1b78837214bc4076ea6411b994f01cf0130f2827f04d3,Ray Parker Jr. - Ghostbusters (Official Video),USAR18400117
148,Vom Winde verweht,Max Steiner,1939,https://www.youtube.com/watch?v=EESHIpo4Lgk,a732d5691e0afb34fc063b3532889dedcef8858443e8e098f6a6d1119565c33b,Main Title (Gone With the Wind),USNLR1300001
149,Starsky & Hutch (Gotcha),Tom Scott,1975,https://www.youtube.com/watch?v=IEx53W-qcYw,fbebea43dcf11dda70dbf69c5a1aed8a69bf5da9ccb41df1f4c75c0c822bb02c,"Tom Scott ""Gotcha"" Blow It Out  Starsky & Hutch Theme (1977)",USSM10027943
150,"Was gibt's Neues, Pussy? (What's New Pussycat?)",Tom Jones,1965,https://www.youtube.com/watch?v=qQvIAs-nPSo,017852398dc249bd5db2b3197c51451d630921cace0caa00c7115913ae79bdd5,What's New Pussycat?,GBF076520020
151,Die Waffen der Frauen (Let The River Run),Carly Simon,1988,https://www.youtube.com/watch?v=cv-0mmVnxPA,82755b2c9884290ae56c8805620d7b635e7c0b134e3c4945983bac5e3dcbaf76,Let The River Run - Carly Simon,CAM461031230
152,Mord ist ihr Hobby,John Addison,1984,https://www.youtube.com/watch?v=Ir5czCiOpsk,005c177813d7ab240c8e807f0fc359bc6d9673cb193b887538deaf6bc2388bbd,"Murder, She Wrote Theme",GBLWD0704617
153,Spirit - Der wilde Mustang (Here I Am),Bryan Adams,2002,https://www.youtube.com/watch?v=fIgfO9gD5GY,745c9d11c85af2550edc6d9db10d36d061a81d4e42123a3306ca1a271b05d95e,Bryan Adams - Here I Am (Classic Version),USAM10200173
154,High School Musical (We're All In This Together),High School Musical Cast,2006,https://www.youtube.com/watch?v=DykVJl6wr_4,d910ca3fb463717a56af95656ad352d7bcb2902c32820c44f6454eff34586e34,"High School Musical Cast - We're All In This Together (From ""High School Musical"")",USWD10527743
