"Card#","Title","Artist","Year","URL","Hashed Info","Youtube-Title","ISRC"
"342","Set Adrift On Memory Bliss","P.M. Dawn","1991.0","https://www.youtube.com/watch?v=BtK_y1n2ERk","a1d6e7c9fb4369bc7f370f8e859e10ca06c747333ea4bd806ab2d46c14bafea1","PM Dawn - Set Adrift On Memory Bliss 1991 (Official Music Video) Remastered",""
"343","Full Clip","Gang Starr","1999.0","https://www.youtube.com/watch?v=qmj1q67NDAk","392902e6f08580632697aa754a0e379b47410b887919c5e282ffbc8649124139","Gang Starr - Full Clip",""
"344","m y . l i f e (with 21 Savage & Morray)","J. Cole,21 Savage,Morray","2021.0","https://www.youtube.com/watch?v=wLQ8u3xRZd8","aa2ed6c526f2bcc7b4753d29d06efaeb28e0485afc2fdc643c23edda00b06201","J. Cole - m y . l i f e feat. 21 Savage, Morray (Official Audio)",""
"345","The Humpty Dance","Digital Underground","1990.0","https://www.youtube.com/watch?v=PBsjggc5jHM","70e436540a5a55db8a16dc3f9543dd7ea7c471e58c3d3a7d91d6e311361ae2cf","Digital Underground - The Humpty Dance (Official 4K Music Video)",""
"346","The Next Episode","Dr. Dre,Snoop Dogg","1999.0","https://www.youtube.com/watch?v=QZXc39hT8t4","1d16b22e5ba62708cd3270b1d480e51113602004c7978392533cb3721490e608","Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg",""
"347","Sprinter","Dave,Central Cee","2023.0","https://www.youtube.com/watch?v=pSY3i5XHHXo","227ca4a4bf48c74f7f72d28118aa97c5ff00b62e5671ef4e0c8bfea38780a27c","Dave & Central Cee - Sprinter [Official Music Video]",""
"348","Cantaloop (Flip Fantasia)","Us3,Rahsaan,Gerard Presencer","1993.0","https://www.youtube.com/watch?v=JwBjhBL9G6U","3a8304f2954dacf08ff654327efe0bda4791f938d0c467035b8d38be85c40531","Us3 - Cantaloop (Flip Fantasia) ft. Rahsaan, Gerard Presencer",""
"349","Can I Kick It?","A Tribe Called Quest","1990.0","https://www.youtube.com/watch?v=7D_JwgIM-y4","8e61b867987ae70042d30e09095a516a94bbde0cb8aabfe82de91748977ccdb9","A Tribe Called Quest - Can I Kick It?",""
"350","Weck mich auf","Samy Deluxe","2001.0","https://www.youtube.com/watch?v=I-GUVYbSxgI","085fcb9f657760a75c19948a7ce4a7f7c0e989f7f7fb40364190d5515bef58d7","Samy Deluxe - Weck mich auf (Official Video)",""
"351","Airwaves","Pashanim","2020.0","https://www.youtube.com/watch?v=i5wsXLmWhCM","b5db9a2093b1e1084d98112df5772a9522c609bfbbbae6c4f6c505890f755e39","Airwaves",""
"352","Promiscuous","Nelly Furtado,Timbaland","2006.0","https://www.youtube.com/watch?v=0J3vgcE5i2o","058d14d23b1bcb2ff0c49be6420faa9ec6da98a3663524c400f6bea3be933f1a","Nelly Furtado - Promiscuous ft. Timbaland",""
"353","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X,Jack Harlow","2021.0","https://www.youtube.com/watch?v=UTHLKHL_whs","b73c621e49c6fe0b6b9b282c971ca37369fd878b439fb63bf8c03f8e010f9fd7","Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",""
"354","Rockit","Herbie Hancock","1983.0","https://www.youtube.com/watch?v=GHhD4PD75zY","ffb57868900e2b95dd60ac0de185f3ee7f8ec2c2ab6d29ac9ba77ed37286948f","Herbie Hancock - Rockit",""
"355","Cherry Lady","Capital Bra","2019.0","https://www.youtube.com/watch?v=V9Y-BM-I_x0","bc445f5a68f6a3682d288a5253d3abb424f601b4f2e51cb29fe75e52af0c232a","CAPITAL BRA - CHERRY LADY (prod. by Jumpa)",""
"356","Break Ya Neck","Busta Rhymes","2001.0","https://www.youtube.com/watch?v=W7FfCJb8JZQ","b89882d80a29e97292c3ecc86506061e501677315e85440f4382144f39858fef","Busta Rhymes - Break Ya Neck",""
"357","Black Beatles","Rae Sremmurd,Gucci Mane","2016.0","https://www.youtube.com/watch?v=b8m9zhNAgKs","0a9eca97cf9b0095c1484be4b856402ddf5fe416623f8d62ce397e0eed838d78","Rae Sremmurd - Black Beatles ft. Gucci Mane",""
"358","Regulate","Warren G,Nate Dogg","1994.0","https://www.youtube.com/watch?v=1plPyJdXKIY","711e5749d2bfde02ace27ea599f55dd2c0eb29c36826638688691a7856270c39","Warren G - Regulate ft. Nate Dogg",""
"359","X","Xzibit","2000.0","https://www.youtube.com/watch?v=qJxk1leG1wY","b709c869793e602de66debde49fbed0e67ddc7b94f5598e54805287f088b6857","Xzibit - X",""
"360","Not Like Us","Kendrick Lamar","2024.0","https://www.youtube.com/watch?v=H58vbez_m4E","38e2ef4b59e4ba85b513c8c71501387095bf7be14f75a6c98b6b404ecaa0dfe9","Kendrick Lamar - Not Like Us",""
"361","Für immer jung","Bushido,Karel Gott","2008.0","https://www.youtube.com/watch?v=kxRRRkXNRcY","65109af115798ec5db8566a57ca541f92fe4dde03f07510bca2dc47650dbd82e","Bushido feat. Karel Gott - Für immer jung",""
"362","Changes","2Pac,Talent","1998.0","https://www.youtube.com/watch?v=eXvBjCO19QY","fc62ea89f20456012a5961d0c6407ba09083612ba1033161da6f48b2ff0b00aa","2Pac - Changes",""
"363","I Need Love","LL COOL J","1987.0","https://www.youtube.com/watch?v=NEUX-HYRtUA","1de9f16af999635f4493a369d05fbbe59270a727054fcfd09ae70d43f91a61cd","LL COOL J - I Need Love",""
"364","Feel so Good","Mase","1997.0","https://www.youtube.com/watch?v=rIvEiTrq9kk","c6e42f9c7bd1bc22931de33519a905e166a6b7922870c68b36b58b44af1f03b1","Mase - Feel So Good (Official Music Video) [HD]",""
"365","Let Me Blow Ya Mind","Eve,Gwen Stefani","2001.0","https://www.youtube.com/watch?v=Wt88GMJmVk0","e4026af5fbf445f7327c6e05e07ac1eca26ae558734479a2f7dd85cd84c502e1","Eve - Let Me Blow Ya Mind ft. Gwen Stefani",""
"366","California Love - Original Version","2Pac,Roger,Dr. Dre","1995.0","https://www.youtube.com/watch?v=5wBTdfAkqGU","0fe9dcd5593fa88777debc92331fe77ace2d534fa674d0ac94038e2b279c4b01","2Pac - California Love feat. Dr. Dre",""
"367","Prison Break Anthem (Ich glaub an Dich) - Single Version","AZAD,Adel Tawil","2007.0","https://www.youtube.com/watch?v=kylN_bgBcm4","f3ee9dbcd57e26c3909df79b81c0961f68c00e8c164aac1ebe668303513413db","Prison Break Anthem (Ich Glaub An Dich)",""
"368","Day 'N' Nite (Nightmare)","Kid Cudi","2008.0","https://www.youtube.com/watch?v=VrDfSZ_6f4U","8c1c30659de07f3282d999337adb03384e4c96f1f8e7f50840778b62368d4109","Kid Cudi - Day 'N' Nite",""
"369","Buffalo Gals","Malcolm McLaren,The World's Famous Supreme Team","1982.0","https://www.youtube.com/watch?v=HCBN7lyLT4w","650425b38560cf39c7db8e7c7272f95d055eec6465f6339173e5c45a7ddb734b","Malcolm McLaren - Buffalo Gals",""
"370","Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)","Wu-Tang Clan,RZA,Method Man,Ghostface Killah,Raekwon,U-God","2000.0","https://www.youtube.com/watch?v=Of-lpfsBR8U","e764cc5f0625486a627115077f9aa98c6bc2f9e862b66ff62bab1381329a9720","Wu-Tang Clan - Gravel Pit",""
"371","White Lines (Don't Do It)","Grandmaster Flash,Grandmaster Melle Mel","1983.0","https://www.youtube.com/watch?v=DwRXI-y6M9o","3858826c3c01d1d5b4e19fa3f17d8709453620ce5bd9384f793e761d53396756","Grandmaster Flash & Melle Mel - White Lines (Don't Don't Do It)",""
"372","What's Luv? (feat. Ja-Rule & Ashanti)","Fat Joe,Ja Rule,Ashanti","2002.0","https://www.youtube.com/watch?v=VpvyG2NrS1Y","d56f713071264b09cc2164594538859abed2b7f315d8012dc0df6644ef2d3c36","Fat Joe - What's Luv? ft. Ashanti, Ja Rule",""
"373","Country Grammar (Hot Shit)","Nelly","2000.0","https://www.youtube.com/watch?v=Y5qKNlcUwKs","955091afb4064cc2fa424cdd8222f8f5d1da8ba041871f44931c5627df90ba94","Nelly - Country Grammar (Hot Shit)",""
"374","Monsta","Culcha Candela","2009.0","https://www.youtube.com/watch?v=VNWO5N8Vxsc","a622a3945b39c34383c065c5d6a6dd6d77c3ff0c4ee7db0899188ad67036c297","Culcha Candela - Monsta",""
"375","Walk This Way (feat. Aerosmith) - 7  Single Version","Run–D.M.C.,Aerosmith","1986.0","https://www.youtube.com/watch?v=4B_UYYPb-Gk","cc3d8d3715b1e1617d968bc18bdb9f817d9857b915f163bd9ba7ac9e087745d6","Run DMC - Walk This Way ft. Aerosmith",""
"376","Hip Hop Hooray","Naughty By Nature","1993.0","https://www.youtube.com/watch?v=Rz1Xn1vzOM4","26ec1b5dc3054066d4eb61b72c8d21be2edd83b29036e221a03caedfb8368243","Naughty By Nature - Hip Hop Hooray",""
"377","Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X,Billy Ray Cyrus","2019.0","https://www.youtube.com/watch?v=r7qovpFAGrQ","c82948f953e73b0ccd388c4945eedb734b5e7bdfce5619eafc695c4b5ee13be1","Lil Nas X - Old Town Road ft. Billy Ray Cyrus",""
"378","First Class","Jack Harlow","2022.0","https://www.youtube.com/watch?v=HmP_wGYw1_g","c2fbd2de2cf2a43ade383fb1dbea8e15adf5a5f0ef64e92166c635833e663de6","Jack Harlow - First Class",""
"379","My Humps","Black Eyed Peas","2005.0","https://www.youtube.com/watch?v=iEe_eraFWWs","775406f781c7f72b9462c8ab5a14f92013933254b57d8ed40f920c1365d81f13","Black Eyed Peas - My Humps",""
"380","See You Again (feat. Kali Uchis)","Tyler, The Creator,Kali Uchis","2017.0","https://www.youtube.com/watch?v=TGgcC5xg9YI","0f7d426d3169a004f31173401375c359eab2d8146beb25d1ad82046ccea9a8e0","Tyler, The Creator - See You Again ft. Kali Uchis",""
"381","Wolke 7 - Single Version","Max Herre,Philipp Poisel","2012.0","https://www.youtube.com/watch?v=7VCbxcyKTT0","796d51b0e169053f03ad74db129e0fd226db0a3fd97817cec2eec3e95b7f4aa9","Max Herre - Wolke 7 feat. Philipp Poisel",""
"382","Now That We Found Love","Heavy D & The Boyz,Aaron Hall","1991.0","https://www.youtube.com/watch?v=NNEgUPKxk7A","d243905996e993842d3f2eda48960ef768128471568ad761a4cd1ee553fca3bb","Heavy D & The Boyz - Now That We Found Love",""
"383","No Diggity","Blackstreet,Dr. Dre,Queen Pen","1996.0","https://www.youtube.com/watch?v=3KL9mRus19o","ddb3c99a9422e4f2620333d1dc57ebb3306199f242d56708e602c9638850139b","Blackstreet - No Diggity ft. Dr. Dre, Queen Pen",""
"384","IMMER (MIT MAKKO)","Ski Aggu,makko","2023.0","https://www.youtube.com/watch?v=1gNE2fIxkkA","cbcf8265ebdca42b23c70015608b0a15b5373ef18930a2052ee0ce676560052c","Ski Aggu x makko - IMMER",""
"385","Paid In Full","Eric B. & Rakim,Marley Marl","1987.0","https://www.youtube.com/watch?v=E7t8eoA_1jQ","ebe5e0426801f9148b5c07a687e91eddbf7432bb0a923d32f61b57ccbd2093c3","Eric B. & Rakim - Paid In Full",""
"386","Talkin' All That Jazz","Stetsasonic","1988.0","https://www.youtube.com/watch?v=2kdQ4soLcac","d929ccff738e772413b2d4d3df84f772d916c9f892ee57422cbd1b5febeb865f","Stetsasonic - Talkin' All That Jazz",""
"387","P.I.M.P.","50 Cent","2003.0","https://www.youtube.com/watch?v=UDApZhXTpH8","65e051ac596d31e3f5a44b4c5f541f36400fd9c36d9b0ca054bf6783a888aa0c","50 Cent - P.I.M.P.",""
"388","03' Bonnie & Clyde","JAŸ-Z,Beyoncé","2002.0","https://www.youtube.com/watch?v=1EXUbN-13Vg","29a8620cfa3b541e1cebb7db8a8c7bafa5b1e1a6d063b3cb6e397753fe4e9f16","JAY-Z - '03 Bonnie & Clyde ft. Beyoncé (Official Music Video)",""
"389","A-N-N-A","Freundeskreis,Max Herre,Don Philippe,DJ Friction","1997.0","https://www.youtube.com/watch?v=qtVa-BwoZsU","331f1bcd1e78f8ab85086cd7e85d6ce8d224a929f356b8652df0d003b44092a3","Freundeskreis - A-N-N-A",""
